Time,Lane,x,y,frames
13/01/19 14:18:07,1,224,165,3937
13/01/19 14:18:07,2,312,181,3414
13/01/19 14:18:08,3,227,170,3281
13/01/19 14:18:08,2,312,181,3287
13/01/19 14:18:08,1,223,165,4361
13/01/19 14:18:10,1,223,163,3513
13/01/19 14:18:10,3,227,170,3480
13/01/19 14:18:10,2,311,181,3548
13/01/19 14:18:12,1,223,163,3411
13/01/19 14:18:12,3,227,170,3023
13/01/19 14:18:12,2,311,181,3343
13/01/19 14:18:13,3,227,168,3043
13/01/19 14:18:14,1,223,163,3431
13/01/19 14:18:14,2,311,181,3427
13/01/19 14:18:15,3,227,170,2769
13/01/19 14:18:15,2,312,181,3193
13/01/19 14:18:15,1,223,165,4351
13/01/19 14:18:17,1,224,163,3171
13/01/19 14:18:17,3,227,170,3158
13/01/19 14:18:17,2,312,181,3159
13/01/19 14:18:19,3,227,170,2477
13/01/19 14:18:19,2,312,178,3166
13/01/19 14:18:19,1,223,165,3767
13/01/19 14:18:20,3,227,168,2980
13/01/19 14:18:20,2,312,178,3350
13/01/19 14:18:20,1,223,163,3933
13/01/19 14:18:22,3,227,170,2493
13/01/19 14:18:22,1,223,163,3815
13/01/19 14:18:22,2,311,178,3274
13/01/19 14:18:23,3,227,168,3006
13/01/19 14:18:23,2,312,178,3344
13/01/19 14:18:23,1,223,163,3984
13/01/19 14:18:25,1,223,163,4113
13/01/19 14:18:25,3,227,170,3749
13/01/19 14:18:25,2,313,181,4086
13/01/19 14:18:27,3,227,170,3050
13/01/19 14:18:27,2,312,181,3419
13/01/19 14:18:27,1,223,165,4067
13/01/19 14:18:28,3,227,170,3308
13/01/19 14:18:28,2,312,181,3701
13/01/19 14:18:28,1,223,165,4826
13/01/19 14:18:30,1,223,161,3663
13/01/19 14:18:30,3,227,170,3641
13/01/19 14:18:30,2,312,178,3682
13/01/19 14:18:32,3,227,170,3329
13/01/19 14:18:32,2,313,181,3354
13/01/19 14:18:32,1,224,165,4094
13/01/19 14:18:33,1,223,163,3264
13/01/19 14:18:33,3,227,172,3252
13/01/19 14:18:33,2,313,181,3330
13/01/19 14:18:35,3,227,170,3006
13/01/19 14:18:35,1,223,163,3363
13/01/19 14:18:35,2,312,181,3394
13/01/19 14:18:37,1,224,163,3067
13/01/19 14:18:37,3,227,170,3037
13/01/19 14:18:37,2,312,178,3046
13/01/19 14:18:38,3,227,170,2466
13/01/19 14:18:38,1,224,163,2851
13/01/19 14:18:38,2,312,181,2887
13/01/19 14:18:40,2,314,181,2964
13/01/19 14:18:40,3,228,172,2959
13/01/19 14:18:40,1,224,165,3547
13/01/19 14:18:41,3,228,170,2380
13/01/19 14:18:41,1,225,165,2789
13/01/19 14:18:41,2,314,183,2788
13/01/19 14:18:42,1,226,165,2941
13/01/19 14:18:42,3,229,172,2951
13/01/19 14:18:42,2,316,183,2976
13/01/19 14:18:43,3,228,172,2701
13/01/19 14:18:43,1,224,165,2705
13/01/19 14:18:43,2,314,183,2692
13/01/19 14:18:45,1,225,163,3081
13/01/19 14:18:45,3,227,170,2718
13/01/19 14:18:45,2,314,181,3037
13/01/19 14:18:46,1,224,165,2733
13/01/19 14:18:46,3,228,170,2730
13/01/19 14:18:46,2,313,181,2716
13/01/19 14:18:48,3,227,170,2459
13/01/19 14:18:48,1,223,163,2878
13/01/19 14:18:48,2,312,181,2928
13/01/19 14:18:49,1,224,163,3032
13/01/19 14:18:49,3,229,172,3044
13/01/19 14:18:49,2,314,181,3059
13/01/19 14:18:51,1,223,163,2817
13/01/19 14:18:51,2,312,181,2775
13/01/19 14:18:51,3,227,170,2795
13/01/19 14:18:52,3,227,168,2760
13/01/19 14:18:52,1,223,161,3713
13/01/19 14:18:52,2,312,178,3168
13/01/19 14:18:54,1,227,165,2669
13/01/19 14:18:54,2,315,181,2666
13/01/19 14:18:54,3,229,170,2760
13/01/19 14:18:55,1,225,165,3264
13/01/19 14:18:55,3,229,172,2721
13/01/19 14:18:55,2,313,183,2759
13/01/19 14:18:57,3,228,170,2379
13/01/19 14:18:57,1,225,165,3193
13/01/19 14:18:57,2,313,181,2818
13/01/19 14:18:58,3,231,168,1666
13/01/19 14:18:58,2,315,178,2730
13/01/19 14:18:58,1,223,161,3363
13/01/19 14:19:00,3,229,170,2198
13/01/19 14:19:00,1,225,165,2862
13/01/19 14:19:00,2,314,181,2876
13/01/19 14:19:01,3,230,170,1954
13/01/19 14:19:02,2,315,181,2721
13/01/19 14:19:02,1,224,165,3373
13/01/19 14:19:03,3,230,172,2204
13/01/19 14:19:03,1,226,165,3122
13/01/19 14:19:03,2,314,181,2618
13/01/19 14:19:05,3,229,172,1613
13/01/19 14:19:05,2,314,183,2042
13/01/19 14:19:05,1,226,168,3218
13/01/19 14:19:06,1,225,165,2945
13/01/19 14:19:06,3,227,170,2422
13/01/19 14:19:06,2,313,181,2458
13/01/19 14:19:07,3,231,175,2096
13/01/19 14:19:07,1,224,165,2509
13/01/19 14:19:07,2,315,186,2532
13/01/19 14:19:08,3,228,170,2428
13/01/19 14:19:08,2,314,181,2796
13/01/19 14:19:08,1,224,165,3431
13/01/19 14:19:10,3,228,168,2157
13/01/19 14:19:10,2,313,178,2173
13/01/19 14:19:10,1,223,161,2805
13/01/19 14:19:11,3,230,170,2251
13/01/19 14:19:11,2,314,181,2655
13/01/19 14:19:11,1,223,165,3258
13/01/19 14:19:12,3,227,170,2444
13/01/19 14:19:12,1,224,163,3417
13/01/19 14:19:12,2,312,181,2886
13/01/19 14:19:14,1,223,161,2831
13/01/19 14:19:14,3,227,168,2808
13/01/19 14:19:14,2,312,181,2807
13/01/19 14:19:15,1,223,163,2695
13/01/19 14:19:15,2,313,181,2728
13/01/19 14:19:15,3,228,172,2719
13/01/19 14:19:16,3,228,172,2435
13/01/19 14:19:16,1,223,165,3202
13/01/19 14:19:16,2,313,183,3264
13/01/19 14:19:17,1,223,161,2775
13/01/19 14:19:17,3,228,170,2758
13/01/19 14:19:17,2,312,178,2760
13/01/19 14:19:19,1,224,163,2430
13/01/19 14:19:19,3,228,172,2416
13/01/19 14:19:19,2,313,181,2433
13/01/19 14:19:20,1,226,165,2425
13/01/19 14:19:20,3,228,172,2401
13/01/19 14:19:20,2,314,183,2434
13/01/19 14:19:21,1,224,163,2734
13/01/19 14:19:21,3,228,170,2754
13/01/19 14:19:21,2,313,181,2737
13/01/19 14:19:23,1,225,165,2477
13/01/19 14:19:23,3,228,172,2472
13/01/19 14:19:23,2,313,181,2527
13/01/19 14:19:24,1,224,163,2435
13/01/19 14:19:24,2,313,181,2430
13/01/19 14:19:24,3,229,172,2432
13/01/19 14:19:25,3,228,168,2030
13/01/19 14:19:25,1,223,161,2382
13/01/19 14:19:25,2,311,178,2477
13/01/19 14:19:26,1,223,161,2202
13/01/19 14:19:27,2,313,178,2210
13/01/19 14:19:27,3,228,168,2202
13/01/19 14:19:28,1,225,163,2769
13/01/19 14:19:28,3,228,170,2210
13/01/19 14:19:28,2,313,178,2225
13/01/19 14:19:29,3,228,172,2126
13/01/19 14:19:29,1,226,165,3062
13/01/19 14:19:29,2,313,181,2537
13/01/19 14:19:30,3,229,172,2157
13/01/19 14:19:30,1,224,165,2585
13/01/19 14:19:30,2,313,183,2628
13/01/19 14:19:32,3,228,170,2196
13/01/19 14:19:32,2,313,181,2199
13/01/19 14:19:32,1,224,165,3374
13/01/19 14:19:33,3,229,170,1908
13/01/19 14:19:33,1,225,163,2610
13/01/19 14:19:33,2,314,181,2580
13/01/19 14:19:34,3,227,170,1934
13/01/19 14:19:34,1,224,165,2652
13/01/19 14:19:34,2,313,181,2732
13/01/19 14:19:36,1,225,163,2179
13/01/19 14:19:36,3,228,170,2187
13/01/19 14:19:36,2,314,181,2195
13/01/19 14:19:37,1,224,163,2199
13/01/19 14:19:37,3,228,170,2212
13/01/19 14:19:37,2,313,181,2199
13/01/19 14:19:38,3,227,170,2219
13/01/19 14:19:38,1,224,163,2697
13/01/19 14:19:38,2,313,178,2731
13/01/19 14:19:40,1,224,163,2173
13/01/19 14:19:40,3,229,170,2176
13/01/19 14:19:40,2,314,181,2183
13/01/19 14:19:41,1,223,161,2176
13/01/19 14:19:41,3,227,168,2550
13/01/19 14:19:41,2,312,178,2603
13/01/19 14:19:42,3,227,168,1413
13/01/19 14:19:43,1,226,163,2537
13/01/19 14:19:43,2,314,178,2522
13/01/19 14:19:44,1,227,165,2505
13/01/19 14:19:44,3,229,170,2141
13/01/19 14:19:44,2,315,181,2487
13/01/19 14:19:45,1,225,163,2394
13/01/19 14:19:45,3,228,172,2386
13/01/19 14:19:45,2,314,181,2450
13/01/19 14:19:46,3,229,172,1677
13/01/19 14:19:47,1,225,165,2046
13/01/19 14:19:47,2,314,181,2077
13/01/19 14:19:48,1,226,163,2175
13/01/19 14:19:48,3,227,168,1668
13/01/19 14:19:48,2,313,178,1715
13/01/19 14:19:49,3,228,170,1909
13/01/19 14:19:49,2,314,178,1875
13/01/19 14:19:49,1,225,163,2605
13/01/19 14:19:51,2,314,181,1907
13/01/19 14:19:51,3,228,172,1908
13/01/19 14:19:51,1,223,165,2589
13/01/19 14:19:52,3,227,168,1623
13/01/19 14:19:52,2,313,178,1607
13/01/19 14:19:52,1,223,161,2313
13/01/19 14:19:53,3,233,172,788
13/01/19 14:19:53,2,316,181,2055
13/01/19 14:19:53,1,226,163,2626
13/01/19 14:19:55,3,227,168,1360
13/01/19 14:19:55,1,226,163,2158
13/01/19 14:19:55,2,313,181,2130
13/01/19 14:19:56,1,226,163,2270
13/01/19 14:19:56,3,228,170,1865
13/01/19 14:19:56,2,315,181,2236
13/01/19 14:19:58,3,227,170,2154
13/01/19 14:19:58,2,313,181,2149
13/01/19 14:19:58,1,225,163,3398
13/01/19 14:19:59,3,228,170,2179
13/01/19 14:19:59,2,314,181,2906
13/01/19 14:19:59,1,224,163,3521
13/01/19 14:20:01,3,229,170,2655
13/01/19 14:20:01,2,313,178,3477
13/01/19 14:20:01,1,225,163,5247
13/01/19 14:20:55,3,226,168,307701
13/01/19 14:56:44,1,223,156,13023590
13/01/19 14:56:44,3,225,165,12710326
13/01/19 14:56:44,2,310,173,13023006
13/01/19 14:56:45,3,227,172,2188
13/01/19 14:56:45,1,223,170,3011
13/01/19 14:56:45,2,312,186,2975
13/01/19 14:56:46,1,223,174,830
13/01/19 14:56:46,1,222,177,874
13/01/19 14:56:46,3,227,177,2957
13/01/19 14:56:46,2,312,188,2938
13/01/19 14:56:47,1,224,172,1370
13/01/19 14:56:47,2,315,188,794
13/01/19 14:56:48,1,221,181,574
13/01/19 14:56:48,3,227,175,4198
13/01/19 14:56:48,2,311,195,1016
13/01/19 14:56:48,1,229,181,546
13/01/19 14:56:48,2,318,195,913
13/01/19 14:56:49,3,227,177,4319
13/01/19 14:56:49,2,311,202,579
13/01/19 14:56:49,1,222,188,1192
13/01/19 14:56:49,1,229,179,1122
13/01/19 14:56:49,2,317,190,931
13/01/19 14:56:50,1,221,184,561
13/01/19 14:56:50,3,227,175,4186
13/01/19 14:56:50,2,312,195,1022
13/01/19 14:56:50,1,229,172,928
13/01/19 14:56:51,1,222,177,1175
13/01/19 14:56:51,2,313,188,2953
13/01/19 14:56:51,3,227,177,2617
13/01/19 14:56:52,1,225,170,2681
13/01/19 14:56:52,3,227,175,2304
13/01/19 14:56:52,2,314,188,2667
13/01/19 14:56:52,1,227,174,1822
13/01/19 14:56:53,3,227,175,2194
13/01/19 14:56:53,2,313,190,3068
13/01/19 14:56:53,1,221,177,2019
13/01/19 14:56:53,2,318,190,804
13/01/19 14:56:53,1,229,177,1412
13/01/19 14:56:54,1,221,179,588
13/01/19 14:56:54,2,311,188,1552
13/01/19 14:56:54,3,227,175,3901
13/01/19 14:56:54,1,229,174,1244
13/01/19 14:56:55,3,227,175,2742
13/01/19 14:56:55,1,222,174,1041
13/01/19 14:56:55,2,314,188,3523
13/01/19 14:56:56,1,224,170,1406
13/01/19 14:56:56,2,312,186,3524
13/01/19 14:56:56,3,226,172,2739
13/01/19 14:56:56,1,221,174,1627
13/01/19 14:56:57,1,227,174,1330
13/01/19 14:56:57,2,317,193,1492
13/01/19 14:56:57,3,227,175,4287
13/01/19 14:56:57,1,221,179,1291
13/01/19 14:56:57,2,310,195,1337
13/01/19 14:56:58,1,226,174,1543
13/01/19 14:56:58,2,316,190,1342
13/01/19 14:56:58,3,229,172,4449
13/01/19 14:56:58,2,311,190,1204
13/01/19 14:56:58,1,221,184,936
13/01/19 14:56:59,2,317,193,826
13/01/19 14:56:59,1,226,177,1494
13/01/19 14:56:59,1,222,179,941
13/01/19 14:56:59,2,311,193,961
13/01/19 14:56:59,3,229,175,4203
13/01/19 14:57:00,1,226,172,836
13/01/19 14:57:00,3,227,175,2725
13/01/19 14:57:00,1,222,174,1280
13/01/19 14:57:00,2,313,188,3185
13/01/19 14:57:01,3,228,172,2330
13/01/19 14:57:01,1,223,170,2701
13/01/19 14:57:01,2,313,188,2791
13/01/19 14:57:02,3,227,172,2334
13/01/19 14:57:02,1,223,170,3215
13/01/19 14:57:02,2,312,186,2672
13/01/19 14:57:04,3,228,172,2561
13/01/19 14:57:04,1,223,168,2924
13/01/19 14:57:04,2,312,186,2944
13/01/19 14:57:05,3,227,170,1805
13/01/19 14:57:05,2,312,186,2613
13/01/19 14:57:05,1,223,172,3897
13/01/19 14:57:06,3,227,168,1836
13/01/19 14:57:06,2,312,183,2584
13/01/19 14:57:06,1,223,170,4046
13/01/19 14:57:07,3,228,172,2294
13/01/19 14:57:07,1,223,170,3327
13/01/19 14:57:07,2,312,186,2747
13/01/19 14:57:14,2,313,178,4198
13/01/19 14:57:14,3,228,170,3825
13/01/19 14:57:14,1,223,163,4879
13/01/19 14:57:16,3,228,172,2006
13/01/19 14:57:16,1,224,172,2981
13/01/19 14:57:16,2,313,186,2418
13/01/19 14:57:17,1,223,168,2387
13/01/19 14:57:17,3,228,175,2402
13/01/19 14:57:17,2,313,186,2401
13/01/19 14:57:18,3,229,175,2249
13/01/19 14:57:18,1,224,170,3032
13/01/19 14:57:18,2,315,188,3043
13/01/19 14:57:19,1,228,172,1274
13/01/19 14:57:19,3,229,175,3165
13/01/19 14:57:19,1,221,172,1291
13/01/19 14:57:19,2,315,188,3980
13/01/19 14:57:20,3,230,175,1918
13/01/19 14:57:20,1,224,168,2624
13/01/19 14:57:20,2,315,186,2677
13/01/19 14:57:21,3,230,177,2477
13/01/19 14:57:21,1,223,170,2823
13/01/19 14:57:21,2,314,188,2862
13/01/19 14:57:22,1,224,170,2750
13/01/19 14:57:22,3,227,172,2413
13/01/19 14:57:22,2,314,186,2737
13/01/19 14:57:23,1,229,177,1121
13/01/19 14:57:24,1,220,170,1142
13/01/19 14:57:24,3,229,175,3074
13/01/19 14:57:24,2,315,186,3439
13/01/19 14:57:24,1,228,172,1426
13/01/19 14:57:25,3,230,179,2647
13/01/19 14:57:25,1,220,172,1213
13/01/19 14:57:25,2,315,190,2988
13/01/19 14:57:25,1,227,174,1036
13/01/19 14:57:25,2,319,193,1045
13/01/19 14:57:26,3,233,177,1747
13/01/19 14:57:26,1,222,172,1046
13/01/19 14:57:26,3,227,182,1424
13/01/19 14:57:26,2,311,195,1430
13/01/19 14:57:27,1,228,172,1291
13/01/19 14:57:27,2,318,190,1277
13/01/19 14:57:27,1,221,174,1564
13/01/19 14:57:27,3,230,175,4252
13/01/19 14:57:27,2,311,193,1546
13/01/19 14:57:28,1,227,174,1657
13/01/19 14:57:28,1,221,174,1179
13/01/19 14:57:28,3,230,177,2678
13/01/19 14:57:28,2,314,188,2677
13/01/19 14:57:29,1,223,170,2989
13/01/19 14:57:29,3,229,177,2970
13/01/19 14:57:29,2,314,188,3029
13/01/19 14:57:30,1,232,179,784
13/01/19 14:57:30,1,222,177,829
13/01/19 14:57:30,3,230,177,2838
13/01/19 14:57:30,2,317,190,2866
13/01/19 14:57:31,1,229,177,1243
13/01/19 14:57:31,1,223,172,1487
13/01/19 14:57:31,2,315,188,3164
13/01/19 14:57:31,3,229,175,2793
13/01/19 14:57:32,1,228,174,1062
13/01/19 14:57:32,1,221,172,1244
13/01/19 14:57:32,3,231,175,3136
13/01/19 14:57:32,2,315,188,3133
13/01/19 14:57:33,1,231,181,806
13/01/19 14:57:33,2,325,200,825
13/01/19 14:57:33,3,233,179,3898
13/01/19 14:57:33,1,222,179,1300
13/01/19 14:57:33,2,312,195,1313
13/01/19 14:57:34,1,224,170,1921
13/01/19 14:57:34,3,229,175,1910
13/01/19 14:57:34,2,314,188,1900
13/01/19 14:57:35,1,229,179,815
13/01/19 14:57:35,2,316,190,2258
13/01/19 14:57:35,3,232,179,2268
13/01/19 14:57:35,1,222,184,1305
13/01/19 14:57:35,1,227,177,1174
13/01/19 14:57:36,1,222,181,608
13/01/19 14:57:36,3,231,177,1810
13/01/19 14:57:36,2,316,193,2204
13/01/19 14:57:36,1,223,174,2018
13/01/19 14:57:36,3,229,177,1647
13/01/19 14:57:36,2,314,193,2023
13/01/19 14:57:37,1,228,186,888
13/01/19 14:57:37,1,221,184,879
13/01/19 14:57:37,3,231,179,2240
13/01/19 14:57:37,2,315,195,2575
13/01/19 14:57:38,1,226,188,646
13/01/19 14:57:38,2,319,202,584
13/01/19 14:57:38,1,221,184,578
13/01/19 14:57:38,3,229,177,3735
13/01/19 14:57:38,2,311,200,592
13/01/19 14:57:39,1,223,170,1662
13/01/19 14:57:39,3,230,175,1665
13/01/19 14:57:39,2,313,188,1677
13/01/19 14:57:39,1,223,174,1907
13/01/19 14:57:39,3,229,177,1920
13/01/19 14:57:39,2,314,190,1926
13/01/19 14:57:40,1,223,174,1886
13/01/19 14:57:40,2,315,193,1886
13/01/19 14:57:40,3,230,179,1895
13/01/19 14:57:41,1,223,174,1892
13/01/19 14:57:41,3,230,177,1870
13/01/19 14:57:41,2,315,193,1903
13/01/19 14:57:42,1,224,174,1908
13/01/19 14:57:42,3,230,179,1891
13/01/19 14:57:42,2,315,190,1927
13/01/19 14:57:42,3,229,177,1655
13/01/19 14:57:42,1,226,177,1995
13/01/19 14:57:42,2,316,193,2017
13/01/19 14:57:43,1,224,174,1837
13/01/19 14:57:43,3,232,182,1846
13/01/19 14:57:43,2,316,195,1884
13/01/19 14:57:44,1,223,170,1936
13/01/19 14:57:44,3,229,177,1949
13/01/19 14:57:44,2,313,188,1962
13/01/19 14:57:44,1,223,172,1669
13/01/19 14:57:44,3,230,177,1666
13/01/19 14:57:44,2,314,188,1661
13/01/19 14:57:45,1,226,177,2001
13/01/19 14:57:45,3,230,179,1996
13/01/19 14:57:45,2,315,193,2042
13/01/19 14:57:46,1,226,174,1360
13/01/19 14:57:46,2,317,190,1370
13/01/19 14:57:46,3,229,182,2010
13/01/19 14:57:47,1,223,172,1664
13/01/19 14:57:47,3,230,177,1668
13/01/19 14:57:47,2,313,188,1707
13/01/19 14:57:47,1,223,170,1866
13/01/19 14:57:47,3,229,175,1445
13/01/19 14:57:47,2,314,188,1823
13/01/19 14:57:48,1,222,170,1688
13/01/19 14:57:48,2,314,188,1651
13/01/19 14:57:48,3,232,177,1691
13/01/19 14:57:49,1,223,174,1861
13/01/19 14:57:49,3,232,179,1866
13/01/19 14:57:49,2,315,193,1885
13/01/19 14:57:49,1,223,172,1629
13/01/19 14:57:49,3,232,177,1626
13/01/19 14:57:49,2,315,190,1653
13/01/19 14:57:50,1,223,172,1612
13/01/19 14:57:50,3,233,179,1609
13/01/19 14:57:50,2,315,195,2307
13/01/19 14:57:51,3,232,175,1388
13/01/19 14:57:51,1,223,172,1779
13/01/19 14:57:51,2,314,188,1811
13/01/19 14:57:51,1,224,174,1677
13/01/19 14:57:51,3,230,179,1688
13/01/19 14:57:51,2,314,190,1741
13/01/19 14:57:52,1,223,170,1630
13/01/19 14:57:52,2,314,188,1625
13/01/19 14:57:52,3,229,182,2281
13/01/19 14:57:53,1,223,172,1921
13/01/19 14:57:53,3,231,179,1910
13/01/19 14:57:53,2,314,190,1913
13/01/19 14:57:54,1,223,172,1646
13/01/19 14:57:54,3,231,177,1658
13/01/19 14:57:54,2,314,190,1638
13/01/19 14:57:54,1,225,174,2034
13/01/19 14:57:54,3,229,175,1668
13/01/19 14:57:54,2,314,190,2051
13/01/19 14:57:55,1,223,168,1642
13/01/19 14:57:55,3,230,175,2048
13/01/19 14:57:55,2,313,188,2055
13/01/19 14:57:56,1,224,172,1641
13/01/19 14:57:56,2,315,188,1618
13/01/19 14:57:56,3,228,182,2327
13/01/19 14:57:56,1,223,172,1939
13/01/19 14:57:56,2,313,193,2346
13/01/19 14:57:56,3,229,179,2349
13/01/19 14:57:57,1,222,170,1880
13/01/19 14:57:57,3,230,179,1867
13/01/19 14:57:57,2,313,190,1858
13/01/19 14:57:58,1,223,172,1593
13/01/19 14:57:58,2,314,190,1595
13/01/19 14:57:58,3,229,182,2233
13/01/19 14:57:58,1,223,170,1687
13/01/19 14:57:58,3,229,177,2075
13/01/19 14:57:58,2,313,190,2126
13/01/19 14:57:59,1,222,170,1346
13/01/19 14:57:59,2,313,190,1737
13/01/19 14:57:59,3,228,179,1764
13/01/19 14:58:00,1,223,172,1632
13/01/19 14:58:00,2,314,190,1627
13/01/19 14:58:00,3,228,182,2351
13/01/19 14:58:00,1,223,172,1621
13/01/19 14:58:00,3,230,179,2213
13/01/19 14:58:00,2,314,188,1618
13/01/19 14:58:01,1,224,172,1328
13/01/19 14:58:01,2,315,190,1346
13/01/19 14:58:01,3,231,186,2564
13/01/19 14:58:02,1,224,172,1359
13/01/19 14:58:02,3,230,179,1739
13/01/19 14:58:02,2,315,193,1748
13/01/19 14:58:02,2,314,188,1621
13/01/19 14:58:02,3,228,175,1641
13/01/19 14:58:02,1,224,172,1657
13/01/19 14:58:03,1,224,172,1397
13/01/19 14:58:03,2,315,188,1399
13/01/19 14:58:03,3,229,179,2126
13/01/19 14:58:04,1,223,174,1613
13/01/19 14:58:04,3,230,184,2163
13/01/19 14:58:04,2,313,193,1607
13/01/19 14:58:04,1,225,170,1088
13/01/19 14:58:04,3,231,182,2131
13/01/19 14:58:04,2,314,193,1592
13/01/19 14:58:05,1,223,170,852
13/01/19 14:58:05,2,316,188,860
13/01/19 14:58:05,3,233,179,866
13/01/19 14:58:05,1,225,177,1094
13/01/19 14:58:05,3,229,182,1464
13/01/19 14:58:05,2,314,198,1454
13/01/19 14:58:06,1,223,172,818
13/01/19 14:58:06,3,229,184,1274
13/01/19 14:58:06,2,314,195,1279
13/01/19 14:58:06,1,227,174,807
13/01/19 14:58:06,2,316,193,1207
13/01/19 14:58:06,3,231,179,1222
13/01/19 14:58:07,1,223,174,844
13/01/19 14:58:07,2,314,193,845
13/01/19 14:58:07,3,229,186,2097
13/01/19 14:58:07,1,222,172,1122
13/01/19 14:58:07,2,314,193,1466
13/01/19 14:58:07,3,230,182,1513
13/01/19 14:58:08,1,223,174,1152
13/01/19 14:58:08,3,231,179,1128
13/01/19 14:58:08,2,315,193,1165
13/01/19 14:58:09,3,233,184,1044
13/01/19 14:58:09,1,225,181,1467
13/01/19 14:58:09,2,317,198,1472
13/01/19 14:58:09,1,225,174,1223
13/01/19 14:58:09,2,318,193,1201
13/01/19 14:58:09,3,233,179,850
13/01/19 14:58:10,1,222,172,1454
13/01/19 14:58:10,3,229,175,1105
13/01/19 14:58:10,2,312,190,1449
13/01/19 14:58:10,3,231,179,1419
13/01/19 14:58:10,1,225,179,1405
13/01/19 14:58:10,2,315,193,1404
13/01/19 14:58:11,1,223,174,1446
13/01/19 14:58:11,2,315,193,1448
13/01/19 14:58:11,3,231,182,1443
13/01/19 14:58:11,1,224,177,1375
13/01/19 14:58:11,3,231,179,1365
13/01/19 14:58:11,2,315,195,1385
13/01/19 14:58:12,1,223,174,1330
13/01/19 14:58:12,2,314,193,1307
13/01/19 14:58:12,3,228,186,2048
13/01/19 14:58:12,1,223,172,1164
13/01/19 14:58:12,3,228,175,1131
13/01/19 14:58:12,2,313,190,1144
13/01/19 14:58:13,1,223,170,884
13/01/19 14:58:13,3,231,179,1330
13/01/19 14:58:13,2,315,193,1323
13/01/19 14:58:13,1,223,174,1406
13/01/19 14:58:13,2,314,193,1391
13/01/19 14:58:13,3,231,179,1388
13/01/19 14:58:14,1,223,170,848
13/01/19 14:58:14,3,230,179,1642
13/01/19 14:58:14,2,314,195,1610
13/01/19 14:58:14,1,225,177,1606
13/01/19 14:58:14,2,315,193,1584
13/01/19 14:58:14,3,230,179,1615
13/01/19 14:58:15,1,222,170,1401
13/01/19 14:58:15,3,228,177,1386
13/01/19 14:58:15,2,312,188,1439
13/01/19 14:58:16,2,314,190,1051
13/01/19 14:58:16,1,222,172,1072
13/01/19 14:58:16,3,231,179,1061
13/01/19 14:58:16,1,223,172,1409
13/01/19 14:58:16,2,314,190,1401
13/01/19 14:58:16,3,231,179,1396
