Time,Lane,x,y,frames
13/01/19 15:00:32,2,313,186,546
13/01/19 15:00:32,3,229,177,569
13/01/19 15:00:32,1,223,170,888
13/01/19 15:00:32,2,313,188,873
13/01/19 15:00:32,3,230,179,898
13/01/19 15:00:33,1,224,177,1123
13/01/19 15:00:33,3,232,184,1126
13/01/19 15:00:33,2,315,198,1128
13/01/19 15:00:33,1,223,170,917
13/01/19 15:00:33,3,226,177,847
13/01/19 15:00:33,2,311,188,918
13/01/19 15:00:34,1,223,172,1106
13/01/19 15:00:34,3,228,179,1109
13/01/19 15:00:34,2,312,193,1106
13/01/19 15:00:34,1,223,174,1100
13/01/19 15:00:34,3,227,182,1087
13/01/19 15:00:34,2,312,190,1089
13/01/19 15:00:35,1,223,170,1140
13/01/19 15:00:35,3,228,177,1100
13/01/19 15:00:35,2,312,188,1155
13/01/19 15:00:35,1,223,170,814
13/01/19 15:00:35,3,227,186,1171
13/01/19 15:00:35,2,312,195,1237
13/01/19 15:00:36,1,222,170,853
13/01/19 15:00:36,3,228,175,810
13/01/19 15:00:36,2,312,186,833
13/01/19 15:00:36,1,223,168,1110
13/01/19 15:00:36,3,230,177,1133
13/01/19 15:00:36,2,312,188,1117
13/01/19 15:00:37,1,224,170,814
13/01/19 15:00:37,2,312,188,794
13/01/19 15:00:37,3,227,177,828
13/01/19 15:00:37,1,223,168,808
13/01/19 15:00:37,2,313,186,808
13/01/19 15:00:37,3,227,182,1467
13/01/19 15:00:38,1,223,174,858
13/01/19 15:00:38,3,229,186,819
13/01/19 15:00:38,2,314,195,820
13/01/19 15:00:38,3,227,179,835
13/01/19 15:00:38,2,311,190,867
13/01/19 15:00:38,1,221,179,1532
13/01/19 15:00:39,1,221,165,870
13/01/19 15:00:39,2,312,186,848
13/01/19 15:00:39,3,228,175,849
13/01/19 15:00:39,1,223,170,822
13/01/19 15:00:39,2,315,186,857
13/01/19 15:00:39,3,230,177,860
13/01/19 15:00:39,3,227,179,834
13/01/19 15:00:39,1,225,177,844
13/01/19 15:00:39,2,313,193,874
13/01/19 15:00:40,1,222,165,854
13/01/19 15:00:40,3,227,177,1236
13/01/19 15:00:40,2,309,188,1195
13/01/19 15:00:40,1,223,170,819
13/01/19 15:00:40,3,227,182,1195
13/01/19 15:00:40,2,303,193,1207
13/01/19 15:00:41,1,223,163,623
13/01/19 15:00:41,3,223,179,1180
13/01/19 15:00:41,2,298,183,612
13/01/19 15:00:41,1,223,165,845
13/01/19 15:00:41,3,228,172,841
13/01/19 15:00:41,2,313,186,830
13/01/19 15:00:42,1,223,172,806
13/01/19 15:00:42,3,228,179,820
13/01/19 15:00:42,2,312,193,815
13/01/19 15:00:42,1,223,174,854
13/01/19 15:00:42,3,230,182,833
13/01/19 15:00:42,2,312,193,834
13/01/19 15:00:43,3,229,179,1112
13/01/19 15:00:43,1,223,170,1133
13/01/19 15:00:43,2,308,190,1113
13/01/19 15:00:43,1,224,165,845
13/01/19 15:00:43,3,225,175,838
13/01/19 15:00:43,2,299,183,828
13/01/19 15:00:44,1,224,165,555
13/01/19 15:00:44,3,223,175,539
13/01/19 15:00:44,2,295,183,539
13/01/19 15:00:44,1,223,174,839
13/01/19 15:00:44,3,220,182,829
13/01/19 15:00:44,2,292,193,848
13/01/19 15:00:45,1,224,172,559
13/01/19 15:00:45,3,211,179,542
13/01/19 15:00:45,2,282,190,575
13/01/19 15:00:45,1,224,168,847
13/01/19 15:00:45,3,212,177,843
13/01/19 15:00:45,2,283,186,829
13/01/19 15:00:46,2,293,181,759
13/01/19 15:00:46,3,218,179,1374
13/01/19 15:00:46,1,226,161,312
13/01/19 15:00:46,2,276,176,284
13/01/19 15:00:46,3,206,168,306
13/01/19 15:00:46,1,225,168,308
13/01/19 15:00:46,2,295,186,322
13/01/19 15:00:46,3,225,175,290
13/01/19 15:00:47,2,305,181,571
13/01/19 15:00:47,3,229,172,581
13/01/19 15:00:47,1,223,168,1250
13/01/19 15:00:47,1,227,168,560
13/01/19 15:00:47,2,298,188,536
13/01/19 15:00:47,3,229,177,601
13/01/19 15:00:48,1,226,161,307
13/01/19 15:00:48,3,227,170,276
13/01/19 15:00:48,2,299,178,319
13/01/19 15:00:48,3,228,172,565
13/01/19 15:00:48,1,225,168,1314
13/01/19 15:00:48,2,311,186,1258
13/01/19 15:00:49,2,266,183,379
13/01/19 15:00:49,3,213,182,1024
13/01/19 15:00:49,3,231,168,404
13/01/19 15:00:49,2,314,176,358
13/01/19 15:00:51,3,227,168,1151
13/01/19 15:00:51,2,312,176,1923
13/01/19 15:00:51,1,224,163,2644
13/01/19 15:00:51,1,224,168,1221
13/01/19 15:00:51,2,315,186,1224
13/01/19 15:00:51,3,231,170,852
13/01/19 15:00:52,1,223,172,1080
13/01/19 15:00:52,3,229,182,1079
13/01/19 15:00:52,2,313,193,1085
13/01/19 15:00:52,1,223,172,1104
13/01/19 15:00:52,3,228,182,1092
13/01/19 15:00:52,2,312,193,1105
13/01/19 15:00:53,1,223,174,1129
13/01/19 15:00:53,2,313,195,1103
13/01/19 15:00:53,3,229,184,1124
13/01/19 15:00:53,3,230,184,1070
13/01/19 15:00:53,1,224,172,1104
13/01/19 15:00:53,2,315,195,1083
13/01/19 15:00:54,2,312,198,1080
13/01/19 15:00:54,1,223,179,1087
13/01/19 15:00:54,3,227,186,1618
13/01/19 15:00:54,1,223,172,807
13/01/19 15:00:54,3,228,182,1153
13/01/19 15:00:54,2,313,195,1163
13/01/19 15:00:55,1,223,179,1381
13/01/19 15:00:55,3,229,189,1350
13/01/19 15:00:55,2,314,200,1367
13/01/19 15:00:55,1,223,168,823
13/01/19 15:00:55,3,229,175,811
13/01/19 15:00:55,2,313,188,813
13/01/19 15:00:56,1,223,172,797
13/01/19 15:00:56,2,313,188,768
13/01/19 15:00:56,3,227,184,1503
13/01/19 15:00:56,1,223,170,1187
13/01/19 15:00:56,3,227,175,1158
13/01/19 15:00:56,2,311,186,1148
13/01/19 15:00:57,1,223,172,831
13/01/19 15:00:57,3,229,179,826
13/01/19 15:00:57,2,314,190,823
13/01/19 15:00:57,3,227,177,1121
13/01/19 15:00:57,1,223,168,1142
13/01/19 15:00:57,2,312,186,1084
13/01/19 15:00:58,1,222,172,854
13/01/19 15:00:58,3,227,184,1424
13/01/19 15:00:58,2,312,193,881
13/01/19 15:00:58,1,224,170,844
13/01/19 15:00:58,2,313,186,812
13/01/19 15:00:58,3,226,184,1550
13/01/19 15:00:59,1,223,174,1168
13/01/19 15:00:59,3,227,182,1153
13/01/19 15:00:59,2,313,193,1177
13/01/19 15:00:59,1,223,168,819
13/01/19 15:00:59,3,229,175,816
13/01/19 15:00:59,2,313,186,832
13/01/19 15:01:00,1,226,168,830
13/01/19 15:01:00,3,229,175,847
13/01/19 15:01:00,2,314,186,843
13/01/19 15:01:00,1,223,174,840
13/01/19 15:01:00,3,227,184,1420
13/01/19 15:01:00,2,306,193,876
13/01/19 15:01:01,1,224,170,1132
13/01/19 15:01:01,3,227,179,1118
13/01/19 15:01:01,2,310,190,1108
13/01/19 15:01:01,1,225,172,799
13/01/19 15:01:01,2,313,190,803
13/01/19 15:01:01,3,228,184,1359
13/01/19 15:01:02,1,225,170,1112
13/01/19 15:01:02,3,227,177,1124
13/01/19 15:01:02,2,312,188,1113
13/01/19 15:01:02,1,222,170,866
13/01/19 15:01:02,3,227,179,1498
13/01/19 15:01:02,2,311,188,861
13/01/19 15:01:03,1,223,168,825
13/01/19 15:01:03,3,228,175,802
13/01/19 15:01:03,2,313,186,835
13/01/19 15:01:03,1,224,179,1438
13/01/19 15:01:03,3,227,184,1413
13/01/19 15:01:03,2,312,195,1436
13/01/19 15:01:04,1,225,172,1125
13/01/19 15:01:04,3,228,177,1129
13/01/19 15:01:04,2,313,188,1125
13/01/19 15:01:04,1,225,172,822
13/01/19 15:01:04,3,228,179,818
13/01/19 15:01:04,2,313,190,831
13/01/19 15:01:05,1,223,168,1147
13/01/19 15:01:05,3,227,177,1154
13/01/19 15:01:05,2,312,186,1175
13/01/19 15:01:05,1,227,168,580
13/01/19 15:01:05,2,314,188,529
13/01/19 15:01:05,3,227,182,1259
13/01/19 15:01:06,1,225,168,825
13/01/19 15:01:06,3,227,175,814
13/01/19 15:01:06,2,311,186,902
13/01/19 15:01:06,1,224,163,571
13/01/19 15:01:06,3,228,177,944
13/01/19 15:01:06,2,314,186,909
13/01/19 15:01:07,1,224,170,568
13/01/19 15:01:07,2,304,188,567
13/01/19 15:01:07,3,228,182,1141
13/01/19 15:01:07,1,225,165,567
13/01/19 15:01:07,2,309,186,921
13/01/19 15:01:07,3,227,184,1732
13/01/19 15:01:08,1,223,161,581
13/01/19 15:01:08,3,227,168,536
13/01/19 15:01:08,2,312,178,557
13/01/19 15:01:08,1,225,170,582
13/01/19 15:01:08,2,311,188,575
13/01/19 15:01:08,3,228,184,1255
13/01/19 15:01:09,1,224,168,840
13/01/19 15:01:09,3,229,179,1218
13/01/19 15:01:09,2,308,188,1233
13/01/19 15:01:09,1,225,170,646
13/01/19 15:01:09,2,313,181,296
13/01/19 15:01:09,3,229,177,658
13/01/19 15:01:09,1,223,170,900
13/01/19 15:01:09,2,311,181,308
13/01/19 15:01:10,3,227,182,927
13/01/19 15:01:10,1,226,174,1111
13/01/19 15:01:10,3,229,179,1098
13/01/19 15:01:10,2,311,190,1097
13/01/19 15:01:10,1,224,168,575
13/01/19 15:01:11,2,289,190,986
13/01/19 15:01:11,3,216,182,992
13/01/19 16:00:33,1,222,158,22481505
13/01/19 16:00:33,3,227,165,22481087
13/01/19 16:00:33,2,311,176,22481509
13/01/19 16:00:34,1,222,163,1473
13/01/19 16:00:34,2,311,181,1482
13/01/19 16:00:34,3,226,172,1489
13/01/19 16:00:35,1,223,168,1908
13/01/19 16:00:35,3,227,172,1878
13/01/19 16:00:35,2,312,183,1962
13/01/19 16:00:35,3,229,177,1944
13/01/19 16:00:35,1,223,170,1602
13/01/19 16:00:35,2,314,188,2004
13/01/19 16:00:36,1,223,165,1733
13/01/19 16:00:36,2,312,186,2098
13/01/19 16:00:36,3,227,177,2785
13/01/19 16:00:37,3,227,172,1619
13/01/19 16:00:37,2,312,183,1640
13/01/19 16:00:37,1,222,168,2281
13/01/19 16:00:37,3,227,170,503
13/01/19 16:00:38,1,223,168,1397
13/01/19 16:00:38,2,312,186,1428
13/01/19 16:00:38,3,228,177,816
13/01/19 16:00:38,1,223,174,1830
13/01/19 16:00:38,2,313,193,1328
13/01/19 16:00:39,1,221,170,1201
13/01/19 16:00:39,3,230,179,821
13/01/19 16:00:39,2,313,190,1206
13/01/19 16:00:39,1,223,170,1376
13/01/19 16:00:39,3,229,175,828
13/01/19 16:00:39,2,313,183,836
13/01/19 16:00:40,2,312,193,911
13/01/19 16:00:40,3,227,175,563
13/01/19 16:00:40,1,221,174,1641
13/01/19 16:00:40,1,222,172,808
13/01/19 16:00:40,3,229,182,804
13/01/19 16:00:40,2,313,193,797
13/01/19 16:00:41,3,232,184,820
13/01/19 16:00:41,1,223,177,1426
13/01/19 16:00:41,2,314,195,839
13/01/19 16:00:41,1,223,172,671
13/01/19 16:00:41,2,313,188,676
13/01/19 16:00:41,3,230,172,321
13/01/19 16:00:41,1,220,168,656
13/01/19 16:00:42,3,233,170,273
13/01/19 16:00:42,1,223,168,644
13/01/19 16:00:42,2,315,186,634
13/01/19 16:00:46,3,227,165,23846
13/01/19 16:00:46,1,221,158,25232
13/01/19 16:00:46,2,311,176,25224
13/01/19 16:00:47,2,308,171,3917
13/01/19 16:00:48,1,219,156,8528
13/01/19 16:00:50,1,218,154,5353
13/01/19 16:00:51,3,226,158,26075
13/01/19 16:00:51,2,309,171,24434
13/01/19 16:00:51,3,226,158,772
13/01/19 16:00:51,2,308,169,472
13/01/19 16:00:51,3,225,158,4765
13/01/19 16:00:51,2,309,171,1000
13/01/19 16:00:51,3,226,156,2338
13/01/19 16:00:52,3,224,158,745
13/01/19 16:00:52,3,223,158,2143
13/01/19 16:01:00,3,226,158,10109
13/01/19 16:01:02,3,226,158,295
13/01/19 16:01:02,3,226,158,170
13/01/19 16:01:02,3,226,158,246
13/01/19 16:01:03,3,224,158,403
13/01/19 16:01:04,3,225,158,253
13/01/19 16:01:05,3,223,158,338
13/01/19 16:01:05,3,223,158,267
13/01/19 16:01:05,3,222,156,292
13/01/19 16:01:06,3,223,158,247
13/01/19 16:09:31,3,227,156,2693199
13/01/19 16:09:35,3,227,153,23852
13/01/19 16:09:36,3,227,153,4680
13/01/19 16:09:37,3,227,153,7677
13/01/19 16:09:37,3,227,151,883
13/01/19 16:09:38,3,227,153,5626
13/01/19 16:09:38,3,227,158,522
13/01/19 16:09:38,3,226,156,1295
13/01/19 16:09:39,3,227,156,1729
13/01/19 16:09:39,3,226,156,348
13/01/19 16:09:39,3,227,153,843
13/01/19 16:09:40,3,227,153,3682
13/01/19 16:09:40,3,226,156,4338
13/01/19 16:09:40,3,230,151,610
13/01/19 16:09:41,3,226,151,3415
13/01/19 16:09:42,3,227,153,3586
13/01/19 16:09:42,3,228,151,1814
13/01/19 16:09:42,3,227,151,1376
13/01/19 16:09:43,3,227,153,3581
13/01/19 16:09:44,3,227,153,9227
13/01/19 16:09:45,3,227,153,3356
13/01/19 16:09:45,3,226,156,2291
13/01/19 16:09:45,3,225,158,245
13/01/19 16:09:46,3,227,151,3293
13/01/19 16:09:46,3,228,151,2246
13/01/19 16:09:47,3,227,151,5447
13/01/19 16:09:48,3,227,151,2059
13/01/19 16:09:48,3,229,149,603
13/01/19 16:09:49,3,227,151,3314
13/01/19 16:09:50,3,227,153,9890
13/01/19 16:09:50,3,227,153,1563
13/01/19 16:09:51,3,227,153,801
13/01/19 16:09:51,3,229,151,1161
13/01/19 16:09:51,3,227,156,1122
13/01/19 16:09:51,3,226,153,1726
13/01/19 16:09:52,3,226,151,1433
13/01/19 16:09:53,3,227,153,6081
13/01/19 16:09:53,3,226,153,2751
13/01/19 16:09:53,3,226,158,490
13/01/19 16:09:54,3,226,153,1079
13/01/19 16:09:54,3,227,153,3097
13/01/19 16:09:55,3,227,156,2303
13/01/19 16:09:55,3,227,153,1697
13/01/19 16:09:55,3,227,156,617
13/01/19 16:09:56,3,227,151,4839
13/01/19 16:09:57,3,227,153,3931
13/01/19 16:09:57,3,227,151,3333
13/01/19 16:09:58,3,227,153,3284
13/01/19 16:09:58,3,230,149,326
13/01/19 16:09:59,3,227,153,5237
13/01/19 16:10:00,3,227,151,4852
13/01/19 16:10:00,3,226,153,1400
13/01/19 16:10:00,3,227,153,3091
13/01/19 16:10:00,3,230,153,590
13/01/19 16:10:01,3,225,156,1094
13/01/19 16:10:01,3,226,153,1418
13/01/19 16:10:01,3,227,151,977
13/01/19 16:10:01,3,230,149,222
13/01/19 16:10:01,3,227,153,862
13/01/19 16:10:02,3,225,153,2241
13/01/19 16:10:02,3,227,153,2247
13/01/19 16:10:02,3,227,149,294
13/01/19 16:10:03,3,225,156,1155
13/01/19 16:10:03,3,229,153,598
13/01/19 16:10:03,3,227,153,766
13/01/19 16:10:03,3,227,153,2850
13/01/19 16:10:04,3,227,153,3330
13/01/19 16:10:04,3,227,151,1786
13/01/19 16:10:05,3,227,151,5403
13/01/19 16:10:06,3,227,153,2224
13/01/19 16:10:06,3,226,151,2783
13/01/19 16:10:06,3,222,149,293
13/01/19 16:10:07,3,227,151,1399
13/01/19 16:10:07,3,226,153,2275
13/01/19 16:10:08,3,227,153,3958
13/01/19 16:10:08,3,227,156,1557
13/01/19 16:10:08,3,227,156,556
13/01/19 16:10:08,3,227,153,1603
13/01/19 16:10:09,3,228,151,1144
13/01/19 16:10:09,3,226,153,1762
13/01/19 16:10:09,3,226,151,586
13/01/19 16:10:10,3,227,153,4146
13/01/19 16:10:10,3,228,153,3116
13/01/19 16:10:11,3,226,153,1727
13/01/19 16:10:11,3,226,151,1207
13/01/19 16:10:11,3,227,153,1239
13/01/19 16:10:11,3,222,160,328
13/01/19 16:10:11,3,224,158,284
13/01/19 16:10:12,3,227,153,2489
13/01/19 16:10:12,3,226,151,1190
13/01/19 16:10:12,3,227,151,227
13/01/19 16:10:12,3,226,158,308
13/01/19 16:10:12,3,229,149,310
13/01/19 16:10:13,3,227,153,3853
13/01/19 16:10:13,3,227,153,1699
13/01/19 16:10:13,3,225,151,1074
13/01/19 16:10:14,3,227,153,1132
13/01/19 16:10:14,3,226,153,1121
13/01/19 16:10:14,3,230,153,578
13/01/19 16:10:14,3,227,153,2267
13/01/19 16:10:14,3,225,153,581
13/01/19 16:10:15,3,227,151,1391
13/01/19 16:10:15,3,227,153,1459
13/01/19 16:10:16,3,227,153,6347
13/01/19 16:10:16,3,226,153,1671
13/01/19 16:10:16,3,226,151,258
13/01/19 16:10:17,3,227,153,1450
13/01/19 16:10:17,3,227,153,2909
13/01/19 16:10:17,3,227,156,970
13/01/19 16:10:18,3,228,153,1024
13/01/19 16:10:18,3,227,153,2926
13/01/19 16:10:18,3,227,151,1753
13/01/19 16:10:19,3,228,151,359
13/01/19 16:10:19,3,225,151,1222
13/01/19 16:10:19,3,226,149,260
13/01/19 16:10:19,3,227,153,1671
13/01/19 16:10:20,3,227,153,2532
13/01/19 16:10:20,3,229,151,1490
13/01/19 16:10:20,3,226,153,3326
13/01/19 16:10:21,3,230,151,310
13/01/19 16:10:21,3,228,149,253
13/01/19 16:10:21,3,227,151,2504
13/01/19 16:10:21,3,225,156,619
13/01/19 16:10:22,3,227,153,2209
13/01/19 16:10:22,3,227,153,1130
13/01/19 16:10:22,3,229,149,607
13/01/19 16:10:22,3,227,151,604
13/01/19 16:10:23,3,227,153,6045
13/01/19 16:10:25,3,227,153,7968
13/01/19 16:10:25,3,226,156,3144
13/01/19 16:10:25,3,230,153,226
13/01/19 16:10:26,3,227,153,1173
13/01/19 16:10:26,3,228,151,822
13/01/19 16:10:26,3,227,153,3810
13/01/19 16:10:27,3,228,151,900
13/01/19 16:10:27,3,225,151,2399
13/01/19 16:10:27,3,227,153,1988
13/01/19 16:10:27,3,230,149,332
13/01/19 16:10:28,3,229,151,309
13/01/19 16:10:28,3,229,151,519
13/01/19 16:10:28,3,227,153,3352
13/01/19 16:10:29,3,227,153,1173
13/01/19 16:10:29,3,227,151,879
13/01/19 16:10:29,3,228,156,1418
13/01/19 16:10:29,3,227,153,524
13/01/19 16:10:30,3,227,153,3677
13/01/19 16:10:30,3,227,151,3135
13/01/19 16:10:31,3,227,156,884
13/01/19 16:10:32,3,227,153,9287
13/01/19 16:10:32,3,227,153,797
13/01/19 16:10:34,3,227,153,10240
13/01/19 16:10:35,3,226,156,7474
13/01/19 16:10:36,3,226,153,1725
13/01/19 16:10:36,3,227,153,2381
13/01/19 16:10:36,3,227,151,880
13/01/19 16:10:37,3,227,153,1883
13/01/19 16:10:37,3,227,151,2403
13/01/19 16:10:37,3,228,151,632
13/01/19 16:10:37,3,226,153,1621
13/01/19 16:10:38,3,228,151,1405
13/01/19 16:10:38,3,227,153,2921
13/01/19 16:10:39,3,227,153,2581
13/01/19 16:10:39,3,226,151,1622
13/01/19 16:10:39,3,227,153,1189
13/01/19 16:10:39,3,228,153,857
13/01/19 16:10:40,3,226,153,2259
13/01/19 16:10:40,3,222,160,234
13/01/19 16:10:40,3,226,153,1713
13/01/19 16:10:40,3,221,151,325
13/01/19 16:10:41,3,227,151,224
13/01/19 16:10:41,3,226,156,848
13/01/19 16:10:41,3,227,156,245
13/01/19 16:10:41,3,228,151,1426
13/01/19 16:10:41,3,226,149,623
13/01/19 16:10:42,3,226,153,1879
13/01/19 16:10:42,3,227,153,1626
13/01/19 16:10:42,3,224,156,622
13/01/19 16:10:42,3,226,153,588
13/01/19 16:10:42,3,227,153,1693
13/01/19 16:10:43,3,224,156,1001
13/01/19 16:10:43,3,226,153,1425
13/01/19 16:10:43,3,227,153,853
13/01/19 16:10:43,3,227,149,816
13/01/19 16:10:43,3,225,156,532
13/01/19 16:10:44,3,226,156,884
13/01/19 16:10:44,3,226,151,569
13/01/19 16:10:44,3,224,156,1408
13/01/19 16:10:45,3,227,151,3006
13/01/19 16:10:45,3,228,153,577
13/01/19 16:10:45,3,227,151,2467
13/01/19 16:10:46,3,227,153,4804
13/01/19 16:10:46,3,226,158,313
13/01/19 16:10:46,3,226,158,285
13/01/19 16:10:46,3,221,158,357
13/01/19 16:10:47,3,225,156,1114
13/01/19 16:10:47,3,226,153,846
13/01/19 16:10:47,3,225,153,778
13/01/19 16:10:47,3,227,153,2472
13/01/19 16:10:48,3,229,151,849
13/01/19 16:10:48,3,226,151,480
13/01/19 16:10:48,3,226,153,1243
13/01/19 16:10:48,3,224,153,1062
13/01/19 16:10:48,3,224,158,315
13/01/19 16:10:49,3,224,151,1089
13/01/19 16:10:49,3,226,153,610
13/01/19 16:10:49,3,227,156,1029
13/01/19 16:10:49,3,228,151,1338
13/01/19 16:10:49,3,224,158,301
13/01/19 16:10:50,3,227,153,1429
13/01/19 16:10:50,3,226,149,406
13/01/19 16:10:50,3,222,156,280
13/01/19 16:10:50,3,225,153,834
13/01/19 16:10:50,3,224,156,857
13/01/19 16:10:51,3,229,156,264
13/01/19 16:10:51,3,229,153,886
13/01/19 16:10:51,3,226,156,251
13/01/19 16:10:51,3,226,158,585
13/01/19 16:10:51,3,227,149,891
13/01/19 16:10:52,3,226,153,820
13/01/19 16:10:52,3,229,156,203
13/01/19 16:10:52,3,226,151,1644
13/01/19 16:10:52,3,225,153,2223
13/01/19 16:10:53,3,226,153,897
13/01/19 16:10:53,3,228,151,896
13/01/19 16:10:53,3,227,153,661
13/01/19 16:10:53,3,227,153,1701
13/01/19 16:10:53,3,226,153,886
13/01/19 16:10:54,3,225,160,300
13/01/19 16:10:54,3,226,153,1648
13/01/19 16:10:54,3,227,151,1125
13/01/19 16:10:54,3,227,153,889
13/01/19 16:10:55,3,227,153,1421
13/01/19 16:10:55,3,227,153,570
13/01/19 16:10:55,3,227,151,1069
13/01/19 16:10:55,3,227,151,947
13/01/19 16:10:55,3,230,149,759
13/01/19 16:10:56,3,227,153,1826
13/01/19 16:10:56,3,227,153,3098
13/01/19 16:10:56,3,222,151,340
13/01/19 16:10:56,3,224,149,313
13/01/19 16:10:57,3,226,158,267
13/01/19 16:10:57,3,224,156,287
13/01/19 16:10:57,3,227,153,2586
13/01/19 16:10:57,3,224,151,617
13/01/19 16:10:57,3,229,156,248
13/01/19 16:10:58,3,226,156,596
13/01/19 16:10:58,3,225,153,1337
13/01/19 16:10:58,3,230,149,602
13/01/19 16:10:58,3,226,156,233
13/01/19 16:10:58,3,226,151,1480
13/01/19 16:10:58,3,225,149,538
13/01/19 16:10:59,3,225,153,1399
13/01/19 16:10:59,3,226,153,575
13/01/19 16:10:59,3,221,151,254
13/01/19 16:11:00,3,226,153,6609
13/01/19 16:11:00,3,222,151,311
13/01/19 16:11:00,3,230,151,242
13/01/19 16:11:01,3,226,153,1580
13/01/19 16:11:01,3,222,151,334
13/01/19 16:11:01,3,226,153,839
13/01/19 16:11:01,3,226,153,924
13/01/19 16:11:01,3,225,156,774
13/01/19 16:11:02,3,224,156,603
13/01/19 16:11:02,3,221,156,329
13/01/19 16:11:02,3,226,151,263
13/01/19 16:11:02,3,226,160,277
13/01/19 16:11:02,3,225,151,331
13/01/19 16:11:02,3,226,156,476
13/01/19 16:11:02,3,226,149,359
13/01/19 16:11:03,3,228,151,775
13/01/19 16:11:03,3,228,146,377
13/01/19 16:11:03,3,226,151,822
13/01/19 16:11:03,3,226,158,612
13/01/19 16:11:03,3,223,158,597
13/01/19 16:11:04,3,225,153,1715
13/01/19 16:11:04,3,225,156,605
13/01/19 16:11:04,3,227,151,541
13/01/19 16:11:04,3,225,151,702
13/01/19 16:11:04,3,227,151,1301
13/01/19 16:11:04,3,227,149,385
13/01/19 16:11:05,3,226,158,299
13/01/19 16:11:05,3,226,151,930
13/01/19 16:11:05,3,225,156,1164
13/01/19 16:11:05,3,222,158,273
13/01/19 16:11:05,3,226,153,833
13/01/19 16:11:05,3,222,158,290
13/01/19 16:11:05,3,227,156,866
13/01/19 16:11:06,3,225,156,1199
13/01/19 16:11:06,3,226,153,924
13/01/19 16:11:06,3,226,156,280
13/01/19 16:11:06,3,225,158,622
13/01/19 16:11:06,3,222,149,248
13/01/19 16:11:06,3,227,151,1195
13/01/19 16:11:07,3,225,158,866
13/01/19 16:11:07,3,227,153,1703
13/01/19 16:11:07,3,228,149,282
13/01/19 16:11:07,3,223,158,292
13/01/19 16:11:07,3,222,158,241
13/01/19 16:11:08,3,222,151,585
13/01/19 16:11:08,3,225,158,982
13/01/19 16:11:08,3,226,151,330
13/01/19 16:11:08,3,224,158,562
13/01/19 16:11:08,3,225,153,1085
13/01/19 16:11:09,3,226,160,331
13/01/19 16:11:09,3,227,151,893
13/01/19 16:11:09,3,224,153,847
13/01/19 16:11:09,3,222,156,277
13/01/19 16:11:09,3,226,151,568
13/01/19 16:11:09,3,224,151,319
13/01/19 16:11:10,3,225,156,505
13/01/19 16:11:10,3,225,151,627
13/01/19 16:11:10,3,225,156,593
13/01/19 16:11:11,3,226,153,2911
13/01/19 16:11:11,3,224,156,282
13/01/19 16:11:11,3,225,156,1498
13/01/19 16:11:11,3,226,151,357
13/01/19 16:11:11,3,226,153,1692
13/01/19 16:11:11,3,222,160,371
13/01/19 16:11:12,3,226,149,328
13/01/19 16:11:12,3,225,156,366
13/01/19 16:11:12,3,224,149,249
13/01/19 16:11:12,3,227,153,765
13/01/19 16:11:12,3,227,153,964
13/01/19 16:11:12,3,226,156,1471
13/01/19 16:11:13,3,227,151,332
13/01/19 16:11:13,3,226,156,480
13/01/19 16:11:13,3,226,151,902
13/01/19 16:11:13,3,226,151,319
13/01/19 16:11:13,3,225,158,519
13/01/19 16:11:14,3,228,151,577
13/01/19 16:11:14,3,225,158,530
13/01/19 16:11:14,3,225,151,1187
13/01/19 16:11:14,3,225,153,854
13/01/19 16:11:15,3,225,156,2057
13/01/19 16:11:15,3,226,151,619
13/01/19 16:11:15,3,226,151,558
13/01/19 16:11:15,3,225,153,1671
13/01/19 16:11:15,3,226,156,306
13/01/19 16:11:16,3,227,151,1365
13/01/19 16:11:16,3,226,153,1459
13/01/19 16:11:16,3,226,158,308
13/01/19 16:11:16,3,225,151,215
13/01/19 16:11:16,3,226,149,169
13/01/19 16:11:17,3,226,153,1073
13/01/19 16:11:17,3,225,153,2250
13/01/19 16:11:17,3,226,156,529
13/01/19 16:11:18,3,226,153,451
13/01/19 16:11:18,3,227,153,606
13/01/19 16:11:18,3,226,153,851
13/01/19 16:11:18,3,226,151,567
13/01/19 16:11:18,3,229,156,285
13/01/19 16:11:19,3,226,153,1226
13/01/19 16:11:19,3,222,153,358
13/01/19 16:11:19,3,229,149,288
13/01/19 16:11:19,3,223,156,1694
13/01/19 16:11:19,3,224,158,306
13/01/19 16:11:20,3,226,156,907
13/01/19 16:11:20,3,226,158,309
13/01/19 16:11:20,3,222,158,580
13/01/19 16:11:20,3,226,149,349
13/01/19 16:11:20,3,221,153,542
13/01/19 16:11:20,3,230,149,341
13/01/19 16:11:20,3,226,160,267
13/01/19 16:11:21,3,227,156,2153
13/01/19 16:11:21,3,227,149,613
13/01/19 16:11:21,3,227,153,1362
13/01/19 16:11:21,3,227,153,686
13/01/19 16:11:23,3,227,153,8104
13/01/19 16:11:23,3,227,153,2558
13/01/19 16:11:24,3,227,151,4002
13/01/19 16:11:24,3,227,153,4208
13/01/19 16:11:25,3,227,153,2460
13/01/19 16:11:26,3,227,153,4509
13/01/19 16:11:27,3,227,153,10313
13/01/19 16:11:28,3,226,153,1939
13/01/19 16:11:28,3,227,151,2835
13/01/19 16:11:29,3,227,153,3510
13/01/19 16:11:29,3,227,151,1231
13/01/19 16:11:29,3,228,151,1187
